signal_id,source_date,funding_type,conversion_stage,signal_title,source_url_or_path,source_type,geography_name,counterparty_name,counterparty_class,primary_constraint,amount_usd,signal_status,project_family,amount_display,amount_usd_floor,amount_qualifier,aggregation_role,superseded_by,supersedes,current_project_scope,publisher_name,dataset_name,dataset_version,canonical_ledger_url,canonical_record_url,citation_and_use_url
LAIS-0087,2025-04-23,Public/Institutional Awards,Approved,BoRSF ITRS 009B-25 — neural-radiance-field tools for nuclear-plant decommissioning,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Baton Rouge, Louisiana",Louisiana State University,University/Research,Capital,216959,LOGGED,,"$216,959",216959,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0087,https://louisianaaihub.com/citation-use
LAIS-0088,2025-04-23,Public/Institutional Awards,Approved,BoRSF 009EC-25 — Michael A. Fitts Presidential Chair in Environmental Informatics and Artificial Intelligence,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"New Orleans, Louisiana",Tulane University,University/Research,Capital,400000,LOGGED,,"$400,000",400000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0088,https://louisianaaihub.com/citation-use
LAIS-0089,2025-04-23,Public/Institutional Awards,Approved,BoRSF 029ENH-25 — Secure Computing for AI and Security Laboratory,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Baton Rouge, Louisiana",Louisiana State University,University/Research,Capital,126929,LOGGED,,"$126,929",126929,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0089,https://louisianaaihub.com/citation-use
LAIS-0090,2025-04-23,Public/Institutional Awards,Approved,BoRSF 036A-25 — deep operator networks for hydrogel therapies,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Baton Rouge, Louisiana",Louisiana State University,University/Research,Capital,189030,LOGGED,,"$189,030",189030,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0090,https://louisianaaihub.com/citation-use
LAIS-0091,2025-04-23,Public/Institutional Awards,Approved,BoRSF 088A-25 — safety methods for large language models,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"New Orleans, Louisiana",Tulane University,University/Research,Capital,19903,LOGGED,,"$19,903",19903,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0091,https://louisianaaihub.com/citation-use
LAIS-0092,2025-04-23,Public/Institutional Awards,Approved,BoRSF 104A-25 — fairness in foundation models for medical applications,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Lafayette, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,181392,LOGGED,,"$181,392",181392,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0092,https://louisianaaihub.com/citation-use
LAIS-0093,2025-04-23,Public/Institutional Awards,Approved,BoRSF 111A-25 — large-scale multimodal learning for pathology,https://louisianaaihub.com/sources/2025-04-23_LouisianaBoardOfRegents_BoRSF_AwardRecommendations_Official.pdf,Primary (Official),"Lafayette, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,169622,LOGGED,,"$169,622",169622,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0093,https://louisianaaihub.com/citation-use
LAIS-0094,2025-06-20,Public/Institutional Awards,Appropriated,FY 2025–26 HB 1 appropriates $1 million for Lafourche Parish DA/Nicholls investigative modernization using AI,https://louisianaaihub.com/sources/2025-06-20_Louisiana_HB1_FY2025-26_Enrolled_Official.pdf,Primary (Official),Lafourche Parish,Lafourche Parish District Attorney / Nicholls State University,Public Agency,Capital,1000000,LOGGED,,"$1,000,000",1000000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0094,https://louisianaaihub.com/citation-use
LAIS-0095,2025-07-07,Public/Institutional Awards,Approved,NSF 2513234 — Adaptive sampling for scientific machine learning: algorithms and applications,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2513234_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,285669,LOGGED,,"$285,669",285669,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0095,https://louisianaaihub.com/citation-use
LAIS-0096,2025-07-10,Public/Institutional Awards,Approved,NSF 2444247 — III: Small: Towards Scalable and Efficient Graph Representation Learning With Modern Data Lakes,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2444247_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,569210,LOGGED,,"$569,210",569210,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0096,https://louisianaaihub.com/citation-use
LAIS-0097,2025-07-11,Public/Institutional Awards,Approved,NSF 2524574 — Computer Science and AI for All in Louisiana: Developing a Comprehensive PreK-12 Pathway,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2524574_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,299748,LOGGED,,"$299,748",299748,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0097,https://louisianaaihub.com/citation-use
LAIS-0098,2025-07-13,Public/Institutional Awards,Approved,NSF 2515250 — IUCRC Planning Grant: Tulane University (Partner Site): Center for Accessible Healthcare through AI-Augmented Decisions (AHeAD),https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2515250_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,23999,LOGGED,,"$23,999",23999,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0098,https://louisianaaihub.com/citation-use
LAIS-0099,2025-07-13,Public/Institutional Awards,Approved,NSF 2515284 — IUCRC Planning Grant University of Louisiana at Lafayette (Lead Site): Center for Accessible Healthcare through AI-Augmented Decisions (AHeAD),https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2515284_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,23997,LOGGED,,"$23,997",23997,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0099,https://louisianaaihub.com/citation-use
LAIS-0100,2025-08-14,Public/Institutional Awards,Approved,NSF 2523513 — AI acceptance in rural coastal communities,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2523513_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana",Louisiana Tech University,University/Research,Capital,189936,LOGGED,,"$189,936",189936,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0100,https://louisianaaihub.com/citation-use
LAIS-0101,2025-08-19,Public/Institutional Awards,Approved,NSF 2523439 — Collaborative Research: SaTC 2.0: RES: A Privacy-Preserving Framework for Sharing and Learning from Scarce Medical Data,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2523439_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Louisiana State University Health Sciences Center,University/Research,Capital,193885,LOGGED,,"$193,885",193885,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0101,https://louisianaaihub.com/citation-use
LAIS-0102,2025-08-19,Public/Institutional Awards,Approved,NSF 2523440 — Collaborative Research: SaTC 2.0: RES: A Privacy-Preserving Framework for Sharing and Learning from Scarce Medical Data,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2523440_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,405917,LOGGED,,"$405,917",405917,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0102,https://louisianaaihub.com/citation-use
LAIS-0103,2025-08-20,Public/Institutional Awards,Approved,NSF 2502074 — ERI: Airborne Visual-Olfactory Remote Sensing System for Early Wildfire Detection,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2502074_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana",Louisiana Tech University,University/Research,Capital,194376,LOGGED,,"$194,376",194376,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0103,https://louisianaaihub.com/citation-use
LAIS-0104,2025-08-27,Public/Institutional Awards,Approved,NSF 2534873 — Robert Noyce Teacher Scholarship Program RESS Project: RESS in Artificial Intelligence and Cybersecurity Education for Middle School Teachers,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2534873_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,559893,LOGGED,,"$559,893",559893,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0104,https://louisianaaihub.com/citation-use
LAIS-0105,2025-09-10,Public/Institutional Awards,Approved,U01AI185864 — Tulane peptidome-driven machine-learning model for mycobacterial resistance,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_U01AI185864_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",THE ADMINISTRATORS OF TULANE EDUCATIONAL FUND,University/Research,Capital,1098764,LOGGED,,"$1,098,764",1098764,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0105,https://louisianaaihub.com/citation-use
LAIS-0106,2025-09-15,Public/Institutional Awards,Approved,NSF 2531324 — EPSCoR Research Fellows: NSF: Cost-Effective AI for Image Analysis,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2531324_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,285122,LOGGED,,"$285,122",285122,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0106,https://louisianaaihub.com/citation-use
LAIS-0107,2025-09-17,Public/Institutional Awards,Approved,RE-259041-OLS-25 — LSU rural older-adult AI literacy research and workshop framework,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_RE-259041-OLS-25_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",LOUISIANA STATE UNIVERSITY,University/Research,Capital,393232,LOGGED,,"$393,232",393232,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0107,https://louisianaaihub.com/citation-use
LAIS-0108,2025-09-24,Public/Institutional Awards,Approved,R01AA032764 — LSU Health precision geroprotection using machine-learning predictive algorithms,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_R01AA032764_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS,University/Research,Capital,634830,LOGGED,,"$634,830",634830,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0108,https://louisianaaihub.com/citation-use
LAIS-0109,2025-12-03,Public/Institutional Awards,Approved,N000142612125 — LSU maritime robotics testbed for intelligent distributed autonomy,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_N000142612125_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",LOUISIANA STATE UNIVERSITY,University/Research,Capital,351851,LOGGED,,"$351,851",351851,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0109,https://louisianaaihub.com/citation-use
LAIS-0110,2026-01-30,Public/Institutional Awards,Approved,NSF 2611747 — Collaborative Research: A Physics-Informed Flood Early Warning System for Agricultural Watersheds with Explainable Deep Learning and Process-Based Modeling,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2611747_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,92927,LOGGED,,"$92,927",92927,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0110,https://louisianaaihub.com/citation-use
LAIS-0111,2026-03-24,Public/Institutional Awards,Approved,Board of Regents approves LSU Bachelor of Science in Artificial Intelligence for Fall 2026,https://louisianaaihub.com/sources/2026-03-24_LouisianaBoardOfRegents_AI_Degree_Official.pdf,Primary (Official),"Baton Rouge, Louisiana",Louisiana State University,University/Research,Workforce,,LOGGED,,—,,,No monetary amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0111,https://louisianaaihub.com/citation-use
LAIS-0112,2026-03-26,Public/Institutional Awards,Approved,NSF 2540631 — CAREER: Securing Software for the Quantum Era via Program Analysis-Guided AI Migration,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2540631_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,300912,LOGGED,,"$300,912",300912,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0112,https://louisianaaihub.com/citation-use
LAIS-0113,2026-04-10,Public/Institutional Awards,Approved,"NSF 2451631 — CRII: FRR: Intelligent Ground Mobile Robots Integrating Visual and Olfactory Sensing for Indoor Odor, Gas, and VOC Source Localization",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2451631_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana",Louisiana Tech University,University/Research,Capital,163896,LOGGED,,"$163,896",163896,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0113,https://louisianaaihub.com/citation-use
LAIS-0114,2026-04-17,Public/Institutional Awards,Approved,NSF 2531809 — EPSCoR Research Fellows: NSF: Interpretable AI-Driven Multi-Modal MRI for Brain Imaging Analysis,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2531809_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,222497,LOGGED,,"$222,497",222497,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0114,https://louisianaaihub.com/citation-use
LAIS-0115,2026-04-17,Public/Institutional Awards,Approved,NSF 2531855 — EPSCoR Research Fellows: NSF: Securing Next-Generation Advanced Driver Assistance Systems Through Multi-Phase Safety Assurance: From Design to Runtime,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2531855_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,298950,LOGGED,,"$298,950",298950,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0115,https://louisianaaihub.com/citation-use
LAIS-0116,2026-04-30,Public/Institutional Awards,Approved,"NSF 2552579 — ERI: Flexible, Adaptive, and Explainable Anomaly Detection under Distribution Shift in Multivariate Time Series",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2552579_SourceReference.pdf,Primary (Official),"RUSTON, Louisiana",Louisiana Tech University,University/Research,Capital,185210,LOGGED,,"$185,210",185210,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0116,https://louisianaaihub.com/citation-use
LAIS-0117,2026-05-13,Public/Institutional Awards,Approved,NSF 2419882 — Collaborative Research: SHF: Small: Fault Localization for Deep Learning,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2419882_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,376008,LOGGED,,"$376,008",376008,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0117,https://louisianaaihub.com/citation-use
LAIS-0118,2026-05-25,Public/Institutional Awards,Approved,NSF 2612361 — Collaborative Research: CyberTraining: Implementation: Medium: ACAI-Train: Scalable Instructor Training for Infusing AI and Advanced CI Concepts Into Early Core Computing Courses,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2612361_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,31992,LOGGED,,"$31,992",31992,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0118,https://louisianaaihub.com/citation-use
LAIS-0119,2026-05-26,Public/Institutional Awards,Approved,NSF 2544625 — CAREER: Leveraging Scambaiting Community Knowledge to Defend Against Interactive Social Engineering Attacks,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2544625_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,388063,LOGGED,,"$388,063",388063,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0119,https://louisianaaihub.com/citation-use
LAIS-0120,2026-05-26,Public/Institutional Awards,Approved,NSF 2550002 — Environmental drivers and consequences of lekking by white bearded manakins,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2550002_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,1386093,LOGGED,,"$1,386,093",1386093,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0120,https://louisianaaihub.com/citation-use
LAIS-0121,2026-05-29,Public/Institutional Awards,Approved,NSF 2543694 — CAREER: Toward Interpretable AI: Modeling and Adapting Data-Driven Semantic Prototypes,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2543694_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,418410,LOGGED,,"$418,410",418410,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0121,https://louisianaaihub.com/citation-use
LAIS-0122,2026-06-03,Public/Institutional Awards,Approved,"NSF 2609512 — Category III: G-WAVE: Gulf Water Analytics & Virtual Environments for Integrated and Intelligent Water, Health, and Energy Resilience in the Gulf Coast",https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2609512_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",Tulane University,University/Research,Capital,499385,LOGGED,,"$499,385",499385,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0122,https://louisianaaihub.com/citation-use
LAIS-0123,2026-06-18,Public/Institutional Awards,Appropriated,"FY 2026–27 HB 1 appropriates $35,000 for the Magic School AI Pilot Program in Franklin, Catahoula, and Caldwell school systems",https://louisianaaihub.com/sources/2026-06-18_Louisiana_HB1_FY2026-27_Enrolled_Official.pdf,Primary (Official),"Franklin, Catahoula & Caldwell Parishes",Louisiana Department of Education / named school systems,State Agency,Workforce,35000,LOGGED,,"$35,000",35000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0123,https://louisianaaihub.com/citation-use
LAIS-0124,2026-06-26,Public/Institutional Awards,Approved,06D05426 — LSU machine-learning-directed smart onsite-wastewater reactor,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_06D05426_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",LOUISIANA STATE UNIVERSITY,University/Research,Capital,999949,LOGGED,,"$999,949",999949,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0124,https://louisianaaihub.com/citation-use
LAIS-0125,2026-07-06,Public/Institutional Awards,Approved,NSF 2537872 — SBIR Phase I: Deep Learning Framework for Mapping Flood Extent from Unstructured Photos,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2537872_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana","ISEECHANGE, Inc.",University/Research,Capital,304018,LOGGED,,"$304,018",304018,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0125,https://louisianaaihub.com/citation-use
LAIS-0126,2026-07-06,Public/Institutional Awards,Approved,T32HG014157 — Tulane/Ochsner genomic precision medicine AI/ML training program,https://louisianaaihub.com/sources/2026-08-18_USASpending_Award_T32HG014157_SourceReference.pdf,Primary (Official),"NEW ORLEANS, Louisiana",THE ADMINISTRATORS OF TULANE EDUCATIONAL FUND,University/Research,Capital,278556,LOGGED,,"$278,556",278556,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0126,https://louisianaaihub.com/citation-use
LAIS-0127,2026-07-13,Private Contract Value,Contracted,Meta discloses more than $1.6 billion contracted with Louisiana businesses to date,https://louisianaaihub.com/sources/2026-08-18_Meta_Richland_Contracts_Infrastructure_SourceReference.pdf,Primary (Company),Louisiana,"Meta Platforms, Inc.",Technology Company,Capital,1600000000,LOGGED,Meta Hyperion,More than $1.6 billion,1600000000,More than,Additive current amount,,LAIS-0011,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0127,https://louisianaaihub.com/citation-use
LAIS-0128,2026-07-13,Private Infrastructure-Enabling Investment,Completed,"Meta discloses more than $1 billion invested to date in local roads, water, and wastewater infrastructure",https://louisianaaihub.com/sources/2026-08-18_Meta_Richland_Contracts_Infrastructure_SourceReference.pdf,Primary (Company),Richland Parish,"Meta Platforms, Inc.",Technology Company,Capital,1000000000,LOGGED,Meta Hyperion,More than $1 billion,1000000000,More than,Non-additive project-scope component — exclude from cross-class reference,,,No,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0128,https://louisianaaihub.com/citation-use
LAIS-0129,2026-07-15,Public/Institutional Awards,Approved,NSF 2627515 — NSF FF: Planning: From Black Box to Glass Box: Co-Designing Transparent AI for Middle School Engineering,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2627515_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,48405,LOGGED,,"$48,405",48405,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0129,https://louisianaaihub.com/citation-use
LAIS-0130,2026-07-17,Public/Institutional Awards,Approved,NSF 2627834 — I-Corps: Translation Potential of an Artificial Intelligence (AI) Assistant for Course Management and Coordination in Higher Education,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2627834_SourceReference.pdf,Primary (Official),"BATON ROUGE, Louisiana",Louisiana State University,University/Research,Capital,50000,LOGGED,,"$50,000",50000,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0130,https://louisianaaihub.com/citation-use
LAIS-0131,2026-07-26,Public/Institutional Awards,Approved,NSF 2616837 — Collaborative Research: SHF: MADE: Memory-centric Architectures for Distributed Edge Intelligence,https://louisianaaihub.com/sources/2026-08-18_NSF_Award_2616837_SourceReference.pdf,Primary (Official),"LAFAYETTE, Louisiana",University of Louisiana at Lafayette,University/Research,Capital,299927,LOGGED,,"$299,927",299927,,Additive current amount,,,Not applicable,"Louisiana AI Hub, LLC",Louisiana AI Signals — Public Ledger,2026-08-18-r2,https://louisianaaihub.com/ledger,https://louisianaaihub.com/ledger#lais-0131,https://louisianaaihub.com/citation-use
